146.118104,146.118104,7.3,(3-Carboxypropyl)trimethylammonium,HILIC-Pos_Standards,precursor,
168.029684,168.029684,7.9,2_3-Pyridinedicarboxylic acid,HILIC-Pos_Standards,precursor,
260.165054,260.165054,10.7,2-Heptyl-3-hydroxy-quinolone,HILIC-Pos_Standards,precursor,
255.107995,255.107995,10.6,2-O-alpha-D-Glucosylglycerol,HILIC-Pos_Standards,precursor,
104.071154,104.071154,6,4-Aminobutyric acid,HILIC-Pos_Standards,precursor,
159.076968,159.076968,7.7,5-Hydroxyectoine,HILIC-Pos_Standards,precursor,
126.066737,126.066737,6.7,5-Methylcytosine,HILIC-Pos_Standards,precursor,
146.118104,146.118104,7.3,Acetylcholine,HILIC-Pos_Standards,precursor,
136.06232,136.06232,7,Adenine,HILIC-Pos_Standards,precursor,
268.10458,268.10458,10.9,Adenosine,HILIC-Pos_Standards,precursor,
241.130066,241.130066,10.1,Anserine,HILIC-Pos_Standards,precursor,
179.005326,179.005326,8.3,Arsenobetaine,HILIC-Pos_Standards,precursor,
90.055504,90.055504,5.6,beta-Alanine,HILIC-Pos_Standards,precursor,
132.1018,132.1018,6.9,beta-Alaninebetaine,HILIC-Pos_Standards,precursor,
148.060984,148.060984,7.3,beta-Glutamic acid,HILIC-Pos_Standards,precursor,
160.097369,160.097369,7.7,Betonicine,HILIC-Pos_Standards,precursor,
232.154884,232.154884,9.9,Butyrylcarnitine,HILIC-Pos_Standards,precursor,
162.113019,162.113019,7.8,Carnitine,HILIC-Pos_Standards,precursor,
227.114416,227.114416,9.7,Carnosine,HILIC-Pos_Standards,precursor,
425.177138,425.177138,15.7,Chitobiose,HILIC-Pos_Standards,precursor,
104.107539,104.107539,6,Choline,HILIC-Pos_Standards,precursor,
176.103517,176.103517,8.2,Citrulline,HILIC-Pos_Standards,precursor,
132.077302,132.077302,6.9,Creatine,HILIC-Pos_Standards,precursor,
355.074605,355.074605,13.6,Cys-Gly_ oxidized,HILIC-Pos_Standards,precursor,
244.093347,244.093347,10.2,Cytidine,HILIC-Pos_Standards,precursor,
112.051087,112.051087,6.3,Cytosine,HILIC-Pos_Standards,precursor,
252.109665,252.109665,10.5,Deoxyadenosine,HILIC-Pos_Standards,precursor,
104.071154,104.071154,6,Dimethylglycine,HILIC-Pos_Standards,precursor,
121.032327,121.032327,6.5,Dimethylsulfonioacetate,HILIC-Pos_Standards,precursor,
135.047977,135.047977,7,Dimethylsulfoniopropionate,HILIC-Pos_Standards,precursor,
143.082053,143.082053,7.2,Ectoine,HILIC-Pos_Standards,precursor,
230.096324,230.096324,9.8,Ergothioneine,HILIC-Pos_Standards,precursor,
180.087199,180.087199,8.3,Glucosamine,HILIC-Pos_Standards,precursor,
295.129398,295.129398,11.8,Glutamylphenylalanine,HILIC-Pos_Standards,precursor,
308.091634,308.091634,12.1,Glutathione,HILIC-Pos_Standards,precursor,
613.159793,613.159793,21.3,Glutathione disulfide,HILIC-Pos_Standards,precursor,
258.110652,258.110652,10.6,Glycerophosphocholine,HILIC-Pos_Standards,precursor,
76.039854,76.039854,5.2,Glycine,HILIC-Pos_Standards,precursor,
118.086804,118.086804,6.4,Glycine betaine,HILIC-Pos_Standards,precursor,
179.074191,179.074191,8.3,Gonyol,HILIC-Pos_Standards,precursor,
152.057235,152.057235,7.5,Guanine,HILIC-Pos_Standards,precursor,
284.099495,284.099495,11.4,Guanosine,HILIC-Pos_Standards,precursor,
138.055503,138.055503,7,Homarine,HILIC-Pos_Standards,precursor,
118.032661,118.032661,6.4,Homocysteine thiolactone,HILIC-Pos_Standards,precursor,
166.123189,166.123189,7.9,Hordenine,HILIC-Pos_Standards,precursor,
148.097369,148.097369,7.3,Hydroxyisoleucine,HILIC-Pos_Standards,precursor,
132.066069,132.066069,6.9,Hydroxyproline,HILIC-Pos_Standards,precursor,
110.027576,110.027576,6.2,Hypotaurine,HILIC-Pos_Standards,precursor,
137.046336,137.046336,7,Hypoxanthine,HILIC-Pos_Standards,precursor,
90.055504,90.055504,5.6,L-Alanine,HILIC-Pos_Standards,precursor,
175.119501,175.119501,8.2,L-Arginine,HILIC-Pos_Standards,precursor,
291.13046,291.13046,11.6,L-Arginosuccinic acid,HILIC-Pos_Standards,precursor,
133.061318,133.061318,6.9,L-Asparagine,HILIC-Pos_Standards,precursor,
134.045334,134.045334,6.9,L-Aspartic acid,HILIC-Pos_Standards,precursor,
223.075255,223.075255,9.6,L-Cystathionine,HILIC-Pos_Standards,precursor,
241.031677,241.031677,10.1,L-Cystine,HILIC-Pos_Standards,precursor,
148.060984,148.060984,7.3,L-Glutamic acid,HILIC-Pos_Standards,precursor,
147.076968,147.076968,7.3,L-Glutamine,HILIC-Pos_Standards,precursor,
156.077302,156.077302,7.6,L-Histidine,HILIC-Pos_Standards,precursor,
269.062977,269.062977,11,L-Homocystine,HILIC-Pos_Standards,precursor,
120.066069,120.066069,6.5,L-Homoserine,HILIC-Pos_Standards,precursor,
163.108268,163.108268,7.8,L-Hydroxylysine,HILIC-Pos_Standards,precursor,
132.102454,132.102454,6.9,L-Isoleucine,HILIC-Pos_Standards,precursor,
132.102454,132.102454,6.9,L-Leucine,HILIC-Pos_Standards,precursor,
147.113353,147.113353,7.3,L-Lysine,HILIC-Pos_Standards,precursor,
150.058876,150.058876,7.4,L-Methionine,HILIC-Pos_Standards,precursor,
166.053791,166.053791,7.9,L-Methionine S-oxide,HILIC-Pos_Standards,precursor,
133.097703,133.097703,6.9,L-Ornithine,HILIC-Pos_Standards,precursor,
116.071154,116.071154,6.4,L-Proline,HILIC-Pos_Standards,precursor,
106.050419,106.050419,6.1,L-Serine,HILIC-Pos_Standards,precursor,
120.066069,120.066069,6.5,L-Threonine,HILIC-Pos_Standards,precursor,
182.081719,182.081719,8.4,L-Tyrosine,HILIC-Pos_Standards,precursor,
118.086804,118.086804,6.4,L-Valine,HILIC-Pos_Standards,precursor,
127.073219,127.073219,6.7,Melamine,HILIC-Pos_Standards,precursor,
252.108329,252.108329,10.5,Muramic acid,HILIC-Pos_Standards,precursor,
189.160303,189.160303,8.6,N6_N6_N6-Trimethyl-L-lysine,HILIC-Pos_Standards,precursor,
189.123918,189.123918,8.6,N6-Acetyl-L-lysine,HILIC-Pos_Standards,precursor,
150.07797,150.07797,7.4,N6-Methyladenine,HILIC-Pos_Standards,precursor,
222.097764,222.097764,9.6,N-Acetyl-D-glucosamine,HILIC-Pos_Standards,precursor,
294.118894,294.118894,11.7,N-Acetylmuramic acid,HILIC-Pos_Standards,precursor,
140.038141,140.038141,7.1,N-Methyltaurine,HILIC-Pos_Standards,precursor,
204.123584,204.123584,9,O-Acetylcarnitine,HILIC-Pos_Standards,precursor,
148.060984,148.060984,7.3,O-Acetyl-L-serine,HILIC-Pos_Standards,precursor,
262.129063,262.129063,10.8,O-Methylmalonyl-L-carnitine,HILIC-Pos_Standards,precursor,
290.135212,290.135212,11.6,Ophthalmic acid,HILIC-Pos_Standards,precursor,
218.139234,218.139234,9.4,O-Propionylcarnitine,HILIC-Pos_Standards,precursor,
144.102454,144.102454,7.2,Proline betaine,HILIC-Pos_Standards,precursor,
457.112444,457.112444,16.6,Riboflavin-5-phosphate,HILIC-Pos_Standards,precursor,
90.055504,90.055504,5.6,Sarcosine,HILIC-Pos_Standards,precursor,
176.055899,176.055899,8.2,Succinylglycine,HILIC-Pos_Standards,precursor,
425.044974,425.044974,15.7,Thiamine diphosphate,HILIC-Pos_Standards,precursor,
345.078641,345.078641,13.3,Thiamine monophosphate,HILIC-Pos_Standards,precursor,
138.055503,138.055503,7,Trigonelline,HILIC-Pos_Standards,precursor,
60.081324,60.081324,4.7,Trimethylamine,HILIC-Pos_Standards,precursor,
76.076239,76.076239,5.2,Trimethylamine N-oxide,HILIC-Pos_Standards,precursor,
160.097369,160.097369,7.7,Turicine,HILIC-Pos_Standards,precursor,
220.081564,220.081564,9.5,O-Succinylhomoserine,HILIC_Pos_NewStds,precursor,
168.043738,168.043738,7.9,Taurocyamine,HILIC_Pos_NewStds,precursor,
61.040188,61.040188,4.7,Urea,HILIC_Pos_NewStds,precursor,
184.073321,184.073321,8.4,Phosphocholine,HILIC_Pos_NewStds,precursor,
184.063805,184.063805,8.4,Choline sulfate,HILIC_Pos_NewStds,precursor,
130.086255,130.086255,6.8,Pipecolic acid,HILIC_Pos_NewStds,precursor,
62.060589,62.060589,4.8,Ethanolamine,HILIC_Pos_NewStds,precursor,
114.066737,114.066737,6.3,Creatinine,HILIC_Pos_NewStds,precursor,
138.0564,138.0564,7,Adenine_ 15N2,HILIC-Pos_Internal-Standards,precursor,
181.0114,181.0114,8.3,Arsenobetaine_ 13C2,HILIC-Pos_Internal-Standards,precursor,
117.0489,117.0489,6.4,Cytosine_ 13C2_ 15N3,HILIC-Pos_Internal-Standards,precursor,
93.0738,93.0738,5.7,DL-Alanine_ 2H3,HILIC-Pos_Internal-Standards,precursor,
157.0738,157.0738,7.6,DL-Histidine_ 15N,HILIC-Pos_Internal-Standards,precursor,
123.1145,123.1145,6.6,DL-Proline_ 2H7,HILIC-Pos_Internal-Standards,precursor,
126.1365,126.1365,6.7,DL-Valine_ 2H8,HILIC-Pos_Internal-Standards,precursor,
124.1006,124.1006,6.6,Glycine betaine_ 13C5_ 15N,HILIC-Pos_Internal-Standards,precursor,
155.0547,155.0547,7.6,Guanine_ 13C_ 15N2,HILIC-Pos_Internal-Standards,precursor,
141.0743,141.0743,7.1,Homarine_ 2H3,HILIC-Pos_Internal-Standards,precursor,
133.0989,133.0989,6.9,L-Isoleucine_ 15N,HILIC-Pos_Internal-Standards,precursor,
153.0771,153.0771,7.5,L-Methionine_ 2H3,HILIC-Pos_Internal-Standards,precursor,
