153.12794,153.12794,7.5,2_4-Decadienal,RP_Standards,precursor,
125.09664,125.09664,6.7,2_4-Octadienal,RP_Standards,precursor,
204.10191,204.10191,9,Indolebutyric acid,RP_Standards,precursor,
190.08626,190.08626,8.6,3-Indolepropionic acid,RP_Standards,precursor,
157.076573,157.076573,7.6,3-Indoleacetonitrile,RP_Standards,precursor,
270.170534,270.170534,11,N-(3-Oxodecanoyl)homoserine lactone,RP_Standards,precursor,
298.201834,298.201834,11.9,N-(3-Oxododecanoyl)homoserine lactone,RP_Standards,precursor,
214.107934,214.107934,9.3,N-(3-Oxohexanoyl)homoserine lactone,RP_Standards,precursor,
242.139234,242.139234,10.2,N-(3-Oxooctanoyl)homoserine lactone,RP_Standards,precursor,
300.217484,300.217484,11.9,3OHC12-HSL,RP_Standards,precursor,
247.13342,247.13342,10.3,Abscisic acid,RP_Standards,precursor,
197.081385,197.081385,8.8,Acetosyringone,RP_Standards,precursor,
167.07082,167.07082,7.9,Acetovanillone,RP_Standards,precursor,
385.129416,385.129416,14.5,S-Adenosylhomocysteine,RP_Standards,precursor,
399.145066,399.145066,14.9,S-Adenosylmethionine,RP_Standards,precursor,
131.129671,131.129671,6.8,Agmatine,RP_Standards,precursor,
138.055503,138.055503,7,4-Aminobenzoic acid,RP_Standards,precursor,
256.191269,256.191269,10.6,N-Decanoyl-L-homoserine lactone,RP_Standards,precursor,
284.222569,284.222569,11.4,N-3-Oxo-dodecanoyl-L-homoserine lactone,RP_Standards,precursor,
312.253869,312.253869,12.3,N-Tetradecanoyl-DL-homoserine lactone,RP_Standards,precursor,
172.097369,172.097369,8.1,N-Butyryl-L-homoserine lactone,RP_Standards,precursor,
200.128669,200.128669,8.9,N-Hexanoyl-L-homoserine lactone,RP_Standards,precursor,
228.159969,228.159969,9.7,N-Octanoyl-L-homoserine lactone,RP_Standards,precursor,
195.088201,195.088201,8.8,Caffeine,RP_Standards,precursor,
201.048645,201.048645,8.9,Camalexin,RP_Standards,precursor,
232.097369,232.097369,9.9,2-(3_5-Dichlorophenylcarbamoyl)-1_2-dimethylcyclopropane-1-carboxylic acid,RP_Standards,precursor,
790.3367,790.3367,26.6,Adenosylcobalamin,RP_Standards,precursor,
251.128335,251.128335,10.4,Coenzyme Q1,RP_Standards,precursor,
179.04904,179.04904,8.3,L-Cysteinylglycine,RP_Standards,precursor,
355.155236,355.155236,13.6,Decarboxylated S-Adenosylmethionine,RP_Standards,precursor,
215.139568,215.139568,9.4,Desthiobiotin,RP_Standards,precursor,
147.092223,147.092223,7.3,Dimethylbenzimidazole,RP_Standards,precursor,
312.144714,312.144714,12.3,Domoic acid,RP_Standards,precursor,
166.086804,166.086804,7.9,Ethyl aminobenzoate,RP_Standards,precursor,
195.065735,195.065735,8.8,Ferulic acid,RP_Standards,precursor,
244.170139,244.170139,10.2,2-Heptyl-4(1H)-quinolone,RP_Standards,precursor,
102.055504,102.055504,6,Homoserine lactone,RP_Standards,precursor,
664.7861,664.7861,22.8,Hydroxocobalamin,RP_Standards,precursor,
176.071154,176.071154,8.2,Indole-3-acetic acid,RP_Standards,precursor,
175.087138,175.087138,8.2,Indole-3-acetamide,RP_Standards,precursor,
162.055503,162.055503,7.8,Indole-3-carboxylic acid,RP_Standards,precursor,
206.081719,206.081719,9.1,Indolelactate,RP_Standards,precursor,
190.086804,190.086804,8.6,Indole-3-methyl acetate,RP_Standards,precursor,
188.071154,188.071154,8.5,Indoleacrylic acid,RP_Standards,precursor,
216.088535,216.088535,9.4,Kinetin,RP_Standards,precursor,
209.092618,209.092618,9.2,L-Kynurenine,RP_Standards,precursor,
233.129003,233.129003,9.9,Melatonin,RP_Standards,precursor,
672.8011,672.8011,23.1,Methylcobalamin,RP_Standards,precursor,
176.071154,176.071154,8.2,Methyl indole-3-carboxylate,RP_Standards,precursor,
298.097387,298.097387,11.8,Methylthioadenosine,RP_Standards,precursor,
693.418985,693.418985,23.7,Monesin,RP_Standards,precursor,
165.05517,165.05517,7.9,p-Coumaric acid,RP_Standards,precursor,
248.092284,248.092284,10.3,N-(4-Coumaroyl)-L-homoserine lactone,RP_Standards,precursor,
166.086804,166.086804,7.9,L-Phenylalanine,RP_Standards,precursor,
168.066069,168.066069,7.9,Pyridoxal,RP_Standards,precursor,
248.032402,248.032402,10.3,Pyridoxal phosphate,RP_Standards,precursor,
169.097703,169.097703,8,Pyridoxamine,RP_Standards,precursor,
678.2894,678.2894,23.3,Cyanocobalamin,RP_Standards,precursor,
340.231026,340.231026,13.1,S-Farnesyl-L-cysteine methyl ester,RP_Standards,precursor,
225.0763,225.0763,9.7,Sinapic acid,RP_Standards,precursor,
144.048311,144.048311,7.2,5-(2-Hydroxyethyl)-4-methylthiazole,RP_Standards,precursor,
183.065735,183.065735,8.4,Syringaldehyde,RP_Standards,precursor,
199.06065,199.06065,8.9,Syringic acid,RP_Standards,precursor,
212.968013,212.968013,9.3,Thiotropocin,RP_Standards,precursor,
161.107872,161.107872,7.7,Tryptamine,RP_Standards,precursor,
205.097703,205.097703,9.1,L-Tryptophan,RP_Standards,precursor,
162.091889,162.091889,7.8,Tryptophol,RP_Standards,precursor,
169.050085,169.050085,8,Vanillic acid,RP_Standards,precursor,
153.05517,153.05517,7.5,Vanillin,RP_Standards,precursor,
265.112308,265.112308,10.9,Thiamine,RP_Standards,precursor,
377.146111,377.146111,14.2,Riboflavin,RP_Standards,precursor,
124.039854,124.039854,6.6,Nicotinic acid,RP_Standards,precursor,
220.118498,220.118498,9.5,Pantothenic acid,RP_Standards,precursor,
170.081719,170.081719,8,Pyridoxine,RP_Standards,precursor,
245.09599,245.09599,10.3,Biotin,RP_Standards,precursor,
442.147508,442.147508,16.2,Folic acid,RP_Standards,precursor,
153.041251,153.041251,7.5,Xanthine,RP_Standards,precursor,
198.076634,198.076634,8.8,Dihydroxy-L-phenylalanine,NewStandard,precursor,
181.1021,181.1021,8.3,Indole-3-acetic acid_ 2H5,RP_Internal-Standards,precursor,
174.1365,174.1365,8.1,L-Phenylalanine_ 2H8,RP_Internal-Standards,precursor,
208.1161,208.1161,9.1,L-Tryptophan_ 2H3,RP_Internal-Standards,precursor,
171.0843,171.0843,8,Pyridoxal_ 2H3,RP_Internal-Standards,precursor,
383.1531,383.1531,14.4,Vitamin B2_ 13C4_ 15N2,RP_Internal-Standards,precursor,
269.1252,269.1252,11,Thiamine_ 13C3,RP_Internal-Standards,precursor,
165.1325,165.1325,7.9,Tryptamine_ 2H4,RP_Internal-Standards,precursor,
