SampID,MF,Area
201006_Poo_TruePooMortality_Full1,"Indole-3-acetic acid, 2H5",29809928
201006_Poo_TruePooMortality_Full2,"Indole-3-acetic acid, 2H5",60917200
201006_Poo_TruePooMortality_Full3,"Indole-3-acetic acid, 2H5",52356120
201006_Poo_TruePooMortality_Full4,"Indole-3-acetic acid, 2H5",62995152
201006_Poo_TruePooMortality_Half1,"Indole-3-acetic acid, 2H5",15676842
201006_Poo_TruePooMortality_Half2,"Indole-3-acetic acid, 2H5",32261386
201006_Poo_TruePooMortality_Half3,"Indole-3-acetic acid, 2H5",26569716
201006_Poo_TruePooMortality_Half4,"Indole-3-acetic acid, 2H5",33739136
201006_Smp_A_1C_T0,"Indole-3-acetic acid, 2H5",60588808
201006_Smp_A_1C_T12,"Indole-3-acetic acid, 2H5",50415568
201006_Smp_A_1C_T18,"Indole-3-acetic acid, 2H5",54241524
201006_Smp_A_1C_T24,"Indole-3-acetic acid, 2H5",52030852
201006_Smp_A_1C_T30,"Indole-3-acetic acid, 2H5",15315327
201006_Smp_A_1C_T36,"Indole-3-acetic acid, 2H5",57355928
201006_Smp_A_1C_T42,"Indole-3-acetic acid, 2H5",50987644
201006_Smp_A_1C_T48,"Indole-3-acetic acid, 2H5",60630768
201006_Smp_A_1C_T6,"Indole-3-acetic acid, 2H5",52700804
201006_Smp_A_3LV_T0,"Indole-3-acetic acid, 2H5",72964936
201006_Smp_A_3LV_T12,"Indole-3-acetic acid, 2H5",53994700
201006_Smp_A_3LV_T24,"Indole-3-acetic acid, 2H5",20159332
201006_Smp_A_3LV_T36,"Indole-3-acetic acid, 2H5",58333272
201006_Smp_A_3LV_T48,"Indole-3-acetic acid, 2H5",27716586
201006_Smp_A_4LGV_T0,"Indole-3-acetic acid, 2H5",58422228
201006_Smp_A_4LGV_T12,"Indole-3-acetic acid, 2H5",49122180
201006_Smp_A_4LGV_T24,"Indole-3-acetic acid, 2H5",70650344
201006_Smp_A_4LGV_T36,"Indole-3-acetic acid, 2H5",54365832
201006_Smp_A_4LGV_T48,"Indole-3-acetic acid, 2H5",51164336
201006_Smp_A_6HV_T0,"Indole-3-acetic acid, 2H5",55532644
201006_Smp_A_6HV_T12,"Indole-3-acetic acid, 2H5",46761792
201006_Smp_A_6HV_T24,"Indole-3-acetic acid, 2H5",66442184
201006_Smp_A_6HV_T36,"Indole-3-acetic acid, 2H5",20593086
201006_Smp_A_6HV_T48,"Indole-3-acetic acid, 2H5",62928084
201006_Smp_A_8G_T0,"Indole-3-acetic acid, 2H5",56365572
201006_Smp_A_8G_T48,"Indole-3-acetic acid, 2H5",56373996
201006_Smp_A_9V_T0,"Indole-3-acetic acid, 2H5",56165388
201006_Smp_Filter_blk_1,"Indole-3-acetic acid, 2H5",57581236
201006_Smp_Filter_blk_2,"Indole-3-acetic acid, 2H5",77401648
201006_Smp_Media_blk,"Indole-3-acetic acid, 2H5",46752728
201006_Poo_TruePooMortality_Full1,"L-Phenylalanine, 2H8",11451548
201006_Poo_TruePooMortality_Full2,"L-Phenylalanine, 2H8",17924438
201006_Poo_TruePooMortality_Full3,"L-Phenylalanine, 2H8",16254828
201006_Poo_TruePooMortality_Full4,"L-Phenylalanine, 2H8",19105342
201006_Poo_TruePooMortality_Half1,"L-Phenylalanine, 2H8",5678816
201006_Poo_TruePooMortality_Half2,"L-Phenylalanine, 2H8",9195236
201006_Poo_TruePooMortality_Half3,"L-Phenylalanine, 2H8",8143609
201006_Poo_TruePooMortality_Half4,"L-Phenylalanine, 2H8",9993451
201006_Smp_A_1C_T0,"L-Phenylalanine, 2H8",16636740
201006_Smp_A_1C_T12,"L-Phenylalanine, 2H8",16249561
201006_Smp_A_1C_T18,"L-Phenylalanine, 2H8",16398457
201006_Smp_A_1C_T24,"L-Phenylalanine, 2H8",15007133
201006_Smp_A_1C_T30,"L-Phenylalanine, 2H8",15744802
201006_Smp_A_1C_T36,"L-Phenylalanine, 2H8",15835252
201006_Smp_A_1C_T42,"L-Phenylalanine, 2H8",15381498
201006_Smp_A_1C_T48,"L-Phenylalanine, 2H8",17196082
201006_Smp_A_1C_T6,"L-Phenylalanine, 2H8",17117220
201006_Smp_A_3LV_T0,"L-Phenylalanine, 2H8",20150958
201006_Smp_A_3LV_T12,"L-Phenylalanine, 2H8",14985700
201006_Smp_A_3LV_T24,"L-Phenylalanine, 2H8",13224597
201006_Smp_A_3LV_T36,"L-Phenylalanine, 2H8",15773443
201006_Smp_A_3LV_T48,"L-Phenylalanine, 2H8",15545076
201006_Smp_A_4LGV_T0,"L-Phenylalanine, 2H8",16331135
201006_Smp_A_4LGV_T12,"L-Phenylalanine, 2H8",15241243
201006_Smp_A_4LGV_T24,"L-Phenylalanine, 2H8",18660270
201006_Smp_A_4LGV_T36,"L-Phenylalanine, 2H8",13253715
201006_Smp_A_4LGV_T48,"L-Phenylalanine, 2H8",15138196
201006_Smp_A_6HV_T0,"L-Phenylalanine, 2H8",16760233
201006_Smp_A_6HV_T12,"L-Phenylalanine, 2H8",16065136
201006_Smp_A_6HV_T24,"L-Phenylalanine, 2H8",17027706
201006_Smp_A_6HV_T36,"L-Phenylalanine, 2H8",12773388
201006_Smp_A_6HV_T48,"L-Phenylalanine, 2H8",16839052
201006_Smp_A_8G_T0,"L-Phenylalanine, 2H8",15993631
201006_Smp_A_8G_T48,"L-Phenylalanine, 2H8",15497911
201006_Smp_A_9V_T0,"L-Phenylalanine, 2H8",17735190
201006_Smp_Filter_blk_1,"L-Phenylalanine, 2H8",18879012
201006_Smp_Filter_blk_2,"L-Phenylalanine, 2H8",20571956
201006_Smp_Media_blk,"L-Phenylalanine, 2H8",15850945
201006_Poo_TruePooMortality_Full1,"L-Tryptophan, 2H3",4887755
201006_Poo_TruePooMortality_Full2,"L-Tryptophan, 2H3",6924822
201006_Poo_TruePooMortality_Full3,"L-Tryptophan, 2H3",6109547
201006_Poo_TruePooMortality_Full4,"L-Tryptophan, 2H3",6920068
201006_Poo_TruePooMortality_Half1,"L-Tryptophan, 2H3",2383284
201006_Poo_TruePooMortality_Half2,"L-Tryptophan, 2H3",3390255
201006_Poo_TruePooMortality_Half3,"L-Tryptophan, 2H3",3009595
201006_Poo_TruePooMortality_Half4,"L-Tryptophan, 2H3",3536065
201006_Smp_A_1C_T0,"L-Tryptophan, 2H3",6534525
201006_Smp_A_1C_T12,"L-Tryptophan, 2H3",6498049
201006_Smp_A_1C_T18,"L-Tryptophan, 2H3",5998801
201006_Smp_A_1C_T24,"L-Tryptophan, 2H3",6160853
201006_Smp_A_1C_T30,"L-Tryptophan, 2H3",5873683
201006_Smp_A_1C_T36,"L-Tryptophan, 2H3",5995085
201006_Smp_A_1C_T42,"L-Tryptophan, 2H3",6392202
201006_Smp_A_1C_T48,"L-Tryptophan, 2H3",6832687
201006_Smp_A_1C_T6,"L-Tryptophan, 2H3",6605754
201006_Smp_A_3LV_T0,"L-Tryptophan, 2H3",7534884
201006_Smp_A_3LV_T12,"L-Tryptophan, 2H3",6018963
201006_Smp_A_3LV_T24,"L-Tryptophan, 2H3",5791351
201006_Smp_A_3LV_T36,"L-Tryptophan, 2H3",6152951
201006_Smp_A_3LV_T48,"L-Tryptophan, 2H3",6080992
201006_Smp_A_4LGV_T0,"L-Tryptophan, 2H3",6555419
201006_Smp_A_4LGV_T12,"L-Tryptophan, 2H3",6040756
201006_Smp_A_4LGV_T24,"L-Tryptophan, 2H3",6753305
201006_Smp_A_4LGV_T36,"L-Tryptophan, 2H3",6055717
201006_Smp_A_4LGV_T48,"L-Tryptophan, 2H3",6278468
201006_Smp_A_6HV_T0,"L-Tryptophan, 2H3",6863026
201006_Smp_A_6HV_T12,"L-Tryptophan, 2H3",6451096
201006_Smp_A_6HV_T24,"L-Tryptophan, 2H3",6166412
201006_Smp_A_6HV_T36,"L-Tryptophan, 2H3",5219915
201006_Smp_A_6HV_T48,"L-Tryptophan, 2H3",6543773
201006_Smp_A_8G_T0,"L-Tryptophan, 2H3",6404609
201006_Smp_A_8G_T48,"L-Tryptophan, 2H3",5739647
201006_Smp_A_9V_T0,"L-Tryptophan, 2H3",6672861
201006_Smp_Filter_blk_1,"L-Tryptophan, 2H3",7314363
201006_Smp_Filter_blk_2,"L-Tryptophan, 2H3",7240511
201006_Smp_Media_blk,"L-Tryptophan, 2H3",6292954
201006_Poo_TruePooMortality_Full1,"Pyridoxal, 2H3",59141964
201006_Poo_TruePooMortality_Full2,"Pyridoxal, 2H3",53615820
201006_Poo_TruePooMortality_Full3,"Pyridoxal, 2H3",47733848
201006_Poo_TruePooMortality_Full4,"Pyridoxal, 2H3",53816584
201006_Poo_TruePooMortality_Half1,"Pyridoxal, 2H3",40710084
201006_Poo_TruePooMortality_Half2,"Pyridoxal, 2H3",33617284
201006_Poo_TruePooMortality_Half3,"Pyridoxal, 2H3",33951204
201006_Poo_TruePooMortality_Half4,"Pyridoxal, 2H3",38499140
201006_Smp_A_1C_T0,"Pyridoxal, 2H3",71576352
201006_Smp_A_1C_T12,"Pyridoxal, 2H3",68330096
201006_Smp_A_1C_T18,"Pyridoxal, 2H3",71301048
201006_Smp_A_1C_T24,"Pyridoxal, 2H3",59198592
201006_Smp_A_1C_T30,"Pyridoxal, 2H3",66865928
201006_Smp_A_1C_T36,"Pyridoxal, 2H3",42716616
201006_Smp_A_1C_T42,"Pyridoxal, 2H3",63409672
201006_Smp_A_1C_T48,"Pyridoxal, 2H3",63397388
201006_Smp_A_1C_T6,"Pyridoxal, 2H3",65214060
201006_Smp_A_3LV_T0,"Pyridoxal, 2H3",76026160
201006_Smp_A_3LV_T12,"Pyridoxal, 2H3",63612112
201006_Smp_A_3LV_T24,"Pyridoxal, 2H3",67775592
201006_Smp_A_3LV_T36,"Pyridoxal, 2H3",40312148
201006_Smp_A_3LV_T48,"Pyridoxal, 2H3",56022476
201006_Smp_A_4LGV_T0,"Pyridoxal, 2H3",73313504
201006_Smp_A_4LGV_T12,"Pyridoxal, 2H3",56130988
201006_Smp_A_4LGV_T24,"Pyridoxal, 2H3",67378824
201006_Smp_A_4LGV_T36,"Pyridoxal, 2H3",25083466
201006_Smp_A_4LGV_T48,"Pyridoxal, 2H3",41679352
201006_Smp_A_6HV_T0,"Pyridoxal, 2H3",77190672
201006_Smp_A_6HV_T12,"Pyridoxal, 2H3",62001064
201006_Smp_A_6HV_T24,"Pyridoxal, 2H3",60627032
201006_Smp_A_6HV_T36,"Pyridoxal, 2H3",51278544
201006_Smp_A_6HV_T48,"Pyridoxal, 2H3",62304272
201006_Smp_A_8G_T0,"Pyridoxal, 2H3",70080856
201006_Smp_A_8G_T48,"Pyridoxal, 2H3",53401680
201006_Smp_A_9V_T0,"Pyridoxal, 2H3",73745080
201006_Smp_Filter_blk_1,"Pyridoxal, 2H3",77509488
201006_Smp_Filter_blk_2,"Pyridoxal, 2H3",76632024
201006_Smp_Media_blk,"Pyridoxal, 2H3",71063768
201006_Poo_TruePooMortality_Full1,"Vitamin B2, 13C4, 15N2",8623173
201006_Poo_TruePooMortality_Full2,"Vitamin B2, 13C4, 15N2",10821529
201006_Poo_TruePooMortality_Full3,"Vitamin B2, 13C4, 15N2",9665669
201006_Poo_TruePooMortality_Full4,"Vitamin B2, 13C4, 15N2",10539081
201006_Poo_TruePooMortality_Half1,"Vitamin B2, 13C4, 15N2",4467262
201006_Poo_TruePooMortality_Half2,"Vitamin B2, 13C4, 15N2",5791061
201006_Poo_TruePooMortality_Half3,"Vitamin B2, 13C4, 15N2",4932051
201006_Poo_TruePooMortality_Half4,"Vitamin B2, 13C4, 15N2",5709086
201006_Smp_A_1C_T0,"Vitamin B2, 13C4, 15N2",7606363
201006_Smp_A_1C_T12,"Vitamin B2, 13C4, 15N2",7895077
201006_Smp_A_1C_T18,"Vitamin B2, 13C4, 15N2",11694113
201006_Smp_A_1C_T24,"Vitamin B2, 13C4, 15N2",7747728
201006_Smp_A_1C_T30,"Vitamin B2, 13C4, 15N2",14095125
201006_Smp_A_1C_T36,"Vitamin B2, 13C4, 15N2",13508023
201006_Smp_A_1C_T42,"Vitamin B2, 13C4, 15N2",4121750
201006_Smp_A_1C_T48,"Vitamin B2, 13C4, 15N2",7356810
201006_Smp_A_1C_T6,"Vitamin B2, 13C4, 15N2",12897285
201006_Smp_A_3LV_T0,"Vitamin B2, 13C4, 15N2",7314866
201006_Smp_A_3LV_T12,"Vitamin B2, 13C4, 15N2",5703270
201006_Smp_A_3LV_T24,"Vitamin B2, 13C4, 15N2",11644239
201006_Smp_A_3LV_T36,"Vitamin B2, 13C4, 15N2",11929996
201006_Smp_A_3LV_T48,"Vitamin B2, 13C4, 15N2",13059743
201006_Smp_A_4LGV_T0,"Vitamin B2, 13C4, 15N2",10957220
201006_Smp_A_4LGV_T12,"Vitamin B2, 13C4, 15N2",13784879
201006_Smp_A_4LGV_T24,"Vitamin B2, 13C4, 15N2",7807640
201006_Smp_A_4LGV_T36,"Vitamin B2, 13C4, 15N2",12067100
201006_Smp_A_4LGV_T48,"Vitamin B2, 13C4, 15N2",11871871
201006_Smp_A_6HV_T0,"Vitamin B2, 13C4, 15N2",8847677
201006_Smp_A_6HV_T12,"Vitamin B2, 13C4, 15N2",10748271
201006_Smp_A_6HV_T24,"Vitamin B2, 13C4, 15N2",9974717
201006_Smp_A_6HV_T36,"Vitamin B2, 13C4, 15N2",9983053
201006_Smp_A_6HV_T48,"Vitamin B2, 13C4, 15N2",8440987
201006_Smp_A_8G_T0,"Vitamin B2, 13C4, 15N2",10498241
201006_Smp_A_8G_T48,"Vitamin B2, 13C4, 15N2",12675776
201006_Smp_A_9V_T0,"Vitamin B2, 13C4, 15N2",7715790
201006_Smp_Filter_blk_1,"Vitamin B2, 13C4, 15N2",10052915
201006_Smp_Filter_blk_2,"Vitamin B2, 13C4, 15N2",9475751
201006_Smp_Media_blk,"Vitamin B2, 13C4, 15N2",9561277
201006_Poo_TruePooMortality_Full1,"Thiamine, 13C3",5165944
201006_Poo_TruePooMortality_Full2,"Thiamine, 13C3",3719673
201006_Poo_TruePooMortality_Full3,"Thiamine, 13C3",3563387
201006_Poo_TruePooMortality_Full4,"Thiamine, 13C3",3782945
201006_Poo_TruePooMortality_Half1,"Thiamine, 13C3",1762665
201006_Poo_TruePooMortality_Half2,"Thiamine, 13C3",1971964
201006_Poo_TruePooMortality_Half3,"Thiamine, 13C3",2021889
201006_Poo_TruePooMortality_Half4,"Thiamine, 13C3",2775356
201006_Smp_A_1C_T0,"Thiamine, 13C3",8560752
201006_Smp_A_1C_T12,"Thiamine, 13C3",8897989
201006_Smp_A_1C_T18,"Thiamine, 13C3",5084351
201006_Smp_A_1C_T24,"Thiamine, 13C3",6550045
201006_Smp_A_1C_T30,"Thiamine, 13C3",6730108
201006_Smp_A_1C_T36,"Thiamine, 13C3",8238007
201006_Smp_A_1C_T42,"Thiamine, 13C3",6251171
201006_Smp_A_1C_T48,"Thiamine, 13C3",15150673
201006_Smp_A_1C_T6,"Thiamine, 13C3",8674997
201006_Smp_A_3LV_T0,"Thiamine, 13C3",9426167
201006_Smp_A_3LV_T12,"Thiamine, 13C3",5225060
201006_Smp_A_3LV_T24,"Thiamine, 13C3",6064497
201006_Smp_A_3LV_T36,"Thiamine, 13C3",12580320
201006_Smp_A_3LV_T48,"Thiamine, 13C3",6794277
201006_Smp_A_4LGV_T0,"Thiamine, 13C3",8421909
201006_Smp_A_4LGV_T12,"Thiamine, 13C3",1371099
201006_Smp_A_4LGV_T24,"Thiamine, 13C3",7900396
201006_Smp_A_4LGV_T36,"Thiamine, 13C3",4479614
201006_Smp_A_4LGV_T48,"Thiamine, 13C3",4353793
201006_Smp_A_6HV_T0,"Thiamine, 13C3",5517186
201006_Smp_A_6HV_T12,"Thiamine, 13C3",7657270
201006_Smp_A_6HV_T24,"Thiamine, 13C3",3608399
201006_Smp_A_6HV_T36,"Thiamine, 13C3",6525644
201006_Smp_A_6HV_T48,"Thiamine, 13C3",7512040
201006_Smp_A_8G_T0,"Thiamine, 13C3",6642652
201006_Smp_A_8G_T48,"Thiamine, 13C3",5406934
201006_Smp_A_9V_T0,"Thiamine, 13C3",1615724
201006_Smp_Filter_blk_1,"Thiamine, 13C3",9612083
201006_Smp_Filter_blk_2,"Thiamine, 13C3",10338132
201006_Smp_Media_blk,"Thiamine, 13C3",3459590
201006_Poo_TruePooMortality_Full1,"Tryptamine, 2H4",101845448
201006_Poo_TruePooMortality_Full2,"Tryptamine, 2H4",117974512
201006_Poo_TruePooMortality_Full3,"Tryptamine, 2H4",110164760
201006_Poo_TruePooMortality_Full4,"Tryptamine, 2H4",122925696
201006_Poo_TruePooMortality_Half1,"Tryptamine, 2H4",52155096
201006_Poo_TruePooMortality_Half2,"Tryptamine, 2H4",58833020
201006_Poo_TruePooMortality_Half3,"Tryptamine, 2H4",55286192
201006_Poo_TruePooMortality_Half4,"Tryptamine, 2H4",61547612
201006_Smp_A_1C_T0,"Tryptamine, 2H4",91397088
201006_Smp_A_1C_T12,"Tryptamine, 2H4",94506000
201006_Smp_A_1C_T18,"Tryptamine, 2H4",123453096
201006_Smp_A_1C_T24,"Tryptamine, 2H4",60265128
201006_Smp_A_1C_T30,"Tryptamine, 2H4",177308656
201006_Smp_A_1C_T36,"Tryptamine, 2H4",119165592
201006_Smp_A_1C_T42,"Tryptamine, 2H4",102962936
201006_Smp_A_1C_T48,"Tryptamine, 2H4",179569840
201006_Smp_A_1C_T6,"Tryptamine, 2H4",137433728
201006_Smp_A_3LV_T0,"Tryptamine, 2H4",106871416
201006_Smp_A_3LV_T12,"Tryptamine, 2H4",54861488
201006_Smp_A_3LV_T24,"Tryptamine, 2H4",25107948
201006_Smp_A_3LV_T36,"Tryptamine, 2H4",87211328
201006_Smp_A_3LV_T48,"Tryptamine, 2H4",203305808
201006_Smp_A_4LGV_T0,"Tryptamine, 2H4",112970624
201006_Smp_A_4LGV_T12,"Tryptamine, 2H4",80162824
201006_Smp_A_4LGV_T24,"Tryptamine, 2H4",137574288
201006_Smp_A_4LGV_T36,"Tryptamine, 2H4",116169760
201006_Smp_A_4LGV_T48,"Tryptamine, 2H4",111864872
201006_Smp_A_6HV_T0,"Tryptamine, 2H4",114658496
201006_Smp_A_6HV_T12,"Tryptamine, 2H4",85280688
201006_Smp_A_6HV_T24,"Tryptamine, 2H4",82222248
201006_Smp_A_6HV_T36,"Tryptamine, 2H4",50733312
201006_Smp_A_6HV_T48,"Tryptamine, 2H4",116057336
201006_Smp_A_8G_T0,"Tryptamine, 2H4",116931160
201006_Smp_A_8G_T48,"Tryptamine, 2H4",159271184
201006_Smp_A_9V_T0,"Tryptamine, 2H4",111965504
201006_Smp_Filter_blk_1,"Tryptamine, 2H4",120456408
201006_Smp_Filter_blk_2,"Tryptamine, 2H4",125250632
201006_Smp_Media_blk,"Tryptamine, 2H4",96974840
201006_Smp_B_1C_T0,"Indole-3-acetic acid, 2H5",65832428
201006_Smp_B_1C_T12,"Indole-3-acetic acid, 2H5",61493784
201006_Smp_B_1C_T18,"Indole-3-acetic acid, 2H5",58343204
201006_Smp_B_1C_T24,"Indole-3-acetic acid, 2H5",56310592
201006_Smp_B_1C_T30,"Indole-3-acetic acid, 2H5",46719736
201006_Smp_B_1C_T36,"Indole-3-acetic acid, 2H5",42582732
201006_Smp_B_1C_T42,"Indole-3-acetic acid, 2H5",51531156
201006_Smp_B_1C_T48,"Indole-3-acetic acid, 2H5",55001268
201006_Smp_B_1C_T6,"Indole-3-acetic acid, 2H5",19844450
201006_Smp_B_3LV_T0,"Indole-3-acetic acid, 2H5",73643032
201006_Smp_B_3LV_T12,"Indole-3-acetic acid, 2H5",48181672
201006_Smp_B_3LV_T24,"Indole-3-acetic acid, 2H5",57086384
201006_Smp_B_3LV_T36,"Indole-3-acetic acid, 2H5",53122260
201006_Smp_B_3LV_T48,"Indole-3-acetic acid, 2H5",18405272
201006_Smp_B_4LGV_T0,"Indole-3-acetic acid, 2H5",56036188
201006_Smp_B_4LGV_T12,"Indole-3-acetic acid, 2H5",46968564
201006_Smp_B_4LGV_T24,"Indole-3-acetic acid, 2H5",60794292
201006_Smp_B_4LGV_T36,"Indole-3-acetic acid, 2H5",20593106
201006_Smp_B_4LGV_T48,"Indole-3-acetic acid, 2H5",47489696
201006_Smp_B_6HV_T0,"Indole-3-acetic acid, 2H5",27270366
201006_Smp_B_6HV_T12,"Indole-3-acetic acid, 2H5",51596404
201006_Smp_B_6HV_T24,"Indole-3-acetic acid, 2H5",69406640
201006_Smp_B_6HV_T36,"Indole-3-acetic acid, 2H5",54515860
201006_Smp_B_6HV_T48,"Indole-3-acetic acid, 2H5",22660730
201006_Smp_C_1C_T0,"Indole-3-acetic acid, 2H5",55336260
201006_Smp_C_1C_T12,"Indole-3-acetic acid, 2H5",19057234
201006_Smp_C_1C_T18,"Indole-3-acetic acid, 2H5",57781912
201006_Smp_C_1C_T24,"Indole-3-acetic acid, 2H5",54459152
201006_Smp_C_1C_T30,"Indole-3-acetic acid, 2H5",19013466
201006_Smp_C_1C_T36,"Indole-3-acetic acid, 2H5",69363856
201006_Smp_C_1C_T42,"Indole-3-acetic acid, 2H5",45561300
201006_Smp_C_1C_T48,"Indole-3-acetic acid, 2H5",26662104
201006_Smp_C_1C_T6,"Indole-3-acetic acid, 2H5",55824716
201006_Smp_C_3LV_T0,"Indole-3-acetic acid, 2H5",53792168
201006_Smp_C_3LV_T12,"Indole-3-acetic acid, 2H5",22704388
201006_Smp_C_3LV_T24,"Indole-3-acetic acid, 2H5",19413348
201006_Smp_C_3LV_T36,"Indole-3-acetic acid, 2H5",54067508
201006_Smp_C_3LV_T48,"Indole-3-acetic acid, 2H5",49585136
201006_Smp_C_4LGV_T0,"Indole-3-acetic acid, 2H5",52530900
201006_Smp_C_4LGV_T12,"Indole-3-acetic acid, 2H5",17701444
201006_Smp_C_4LGV_T24,"Indole-3-acetic acid, 2H5",58711076
201006_Smp_C_4LGV_T36,"Indole-3-acetic acid, 2H5",45532612
201006_Smp_C_4LGV_T48,"Indole-3-acetic acid, 2H5",55597576
201006_Smp_C_6HV_T0,"Indole-3-acetic acid, 2H5",64903412
201006_Smp_C_6HV_T12,"Indole-3-acetic acid, 2H5",48657352
201006_Smp_C_6HV_T24,"Indole-3-acetic acid, 2H5",46060288
201006_Smp_C_6HV_T36,"Indole-3-acetic acid, 2H5",32145152
201006_Smp_C_6HV_T48,"Indole-3-acetic acid, 2H5",58059924
201006_Smp_DOM_blk_T0,"Indole-3-acetic acid, 2H5",36614324
201006_Smp_DOM_blk_T48,"Indole-3-acetic acid, 2H5",28464960
201006_Smp_E_2LG_T0,"Indole-3-acetic acid, 2H5",56902412
201006_Smp_E_2LG_T24,"Indole-3-acetic acid, 2H5",70337768
201006_Smp_E_2LG_T36,"Indole-3-acetic acid, 2H5",56370980
201006_Smp_E_2LG_T48,"Indole-3-acetic acid, 2H5",56718580
201006_Smp_E_3LG_T0,"Indole-3-acetic acid, 2H5",46585288
201006_Smp_E_3LG_T24,"Indole-3-acetic acid, 2H5",56658304
201006_Smp_E_3LG_T36,"Indole-3-acetic acid, 2H5",60234472
201006_Smp_E_3LG_T48,"Indole-3-acetic acid, 2H5",15653162
201006_Smp_E_4LG_T0,"Indole-3-acetic acid, 2H5",48999724
201006_Smp_E_4LG_T24,"Indole-3-acetic acid, 2H5",55076852
201006_Smp_E_4LG_T36,"Indole-3-acetic acid, 2H5",60081740
201006_Smp_E_4LG_T48,"Indole-3-acetic acid, 2H5",58685780
201006_Smp_E_8G_T48,"Indole-3-acetic acid, 2H5",47550868
201006_Smp_Filter_blk_1,"Indole-3-acetic acid, 2H5",57581236
201006_Smp_Filter_blk_2,"Indole-3-acetic acid, 2H5",77401648
201006_Smp_Media_blk,"Indole-3-acetic acid, 2H5",46752728
201006_Smp_B_1C_T0,"L-Phenylalanine, 2H8",19084356
201006_Smp_B_1C_T12,"L-Phenylalanine, 2H8",16847716
201006_Smp_B_1C_T18,"L-Phenylalanine, 2H8",17155344
201006_Smp_B_1C_T24,"L-Phenylalanine, 2H8",16211450
201006_Smp_B_1C_T30,"L-Phenylalanine, 2H8",15161403
201006_Smp_B_1C_T36,"L-Phenylalanine, 2H8",15046315
201006_Smp_B_1C_T42,"L-Phenylalanine, 2H8",16467560
201006_Smp_B_1C_T48,"L-Phenylalanine, 2H8",14660827
201006_Smp_B_1C_T6,"L-Phenylalanine, 2H8",16985442
201006_Smp_B_3LV_T0,"L-Phenylalanine, 2H8",20106076
201006_Smp_B_3LV_T12,"L-Phenylalanine, 2H8",15384434
201006_Smp_B_3LV_T24,"L-Phenylalanine, 2H8",16275946
201006_Smp_B_3LV_T36,"L-Phenylalanine, 2H8",15398021
201006_Smp_B_3LV_T48,"L-Phenylalanine, 2H8",12951594
201006_Smp_B_4LGV_T0,"L-Phenylalanine, 2H8",16394312
